player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments
P-19991,El Hadrioui,Abdelkrim,1972-03-06,0,0,1,0,0,2,"1994, 1998"
P-46107,El Kaabi,Ayoub,1993-06-25,0,0,0,0,1,1,2018
P-82124,El Khalej,Tahar,1968-06-16,0,0,1,1,0,2,"1994, 1998"
P-80656,El Khannous,Bilal,2004-05-10,0,0,0,1,0,1,2022
P-98667,El Khiati,Abdelkader,1945-01-01,0,0,1,0,0,1,1970
P-74931,El Louze,Ridha,1953-04-27,0,0,1,0,0,1,1978
P-23480,El Ouaer,Chokri,1966-08-15,0,1,0,0,0,1,1998
P-74320,El Said,Abdallah,1985-07-13,0,0,0,1,0,1,2018
P-86080,El Shenawy,Mohamed,1988-12-18,0,1,0,0,0,1,2018
P-14026,El Yamiq,Jawad,1992-02-29,0,0,1,0,0,1,2022
P-97395,El-Batal,Thabet,1953-09-16,0,1,0,0,0,1,1990
P-78354,El-Far,Hassan,1913-01-01,0,0,0,1,0,1,1934
P-56293,El-Jaouachi,Ahmed,1975-07-13,0,1,0,0,0,1,2002
P-62813,El-Kaf,Ali,1906-06-15,0,0,1,0,0,1,1934
P-41648,El-Kass,Ahmed,1965-07-08,0,0,0,0,1,1,1990
P-76014,El-Nigero,Mahmoud,not available,0,0,0,0,1,1,1934
P-96407,El-Soury,Yacout,not available,0,0,1,0,0,1,1934
P-50137,Eladio,not applicable,1940-11-18,0,0,1,0,0,1,1966
P-97878,Elanga,Joseph,1979-05-02,0,0,0,1,0,1,1998
P-78264,Elano,not applicable,1981-06-14,0,0,0,1,0,1,2010
P-54429,Elduayen,Federico,1977-06-25,0,1,0,0,0,1,2002
P-41928,Elgueta,Humberto,1904-09-10,0,0,0,1,0,1,1930
P-12995,Elia,Eljero,1987-02-13,0,0,0,0,1,1,2010
P-80057,Elkhattabi,Ali,1977-01-17,0,0,0,1,0,1,1998
P-36502,Elkjær,Preben,1957-09-11,0,0,0,0,1,1,1986
P-14701,Elliott,Matt,1968-11-01,0,0,1,0,0,1,1998
P-53863,Elliott,Simon,1974-06-10,0,0,0,1,0,1,2010
P-79017,Elmander,Johan,1981-05-27,0,0,0,0,1,1,2006
P-49004,Elmohamady,Ahmed,1987-09-09,0,0,1,0,0,1,2018
P-60871,Elneny,Mohamed,1992-07-11,0,0,0,1,0,1,2018
P-74307,Eloy,not applicable,1964-07-10,0,0,0,0,1,1,1986
P-15562,Elrick,Adrian,1949-09-29,0,0,1,0,0,1,1982
P-70926,Elsener,Karl,1934-08-13,0,1,0,0,0,2,"1962, 1966"
P-08736,Elsworthy,John,1931-07-26,0,0,0,1,0,1,1958
P-19193,Elvedi,Nico,1996-09-30,0,0,1,0,0,2,"2018, 2022"
P-69827,Ely,not applicable,1921-05-14,0,0,0,1,0,2,"1950, 1954"
P-50408,Elzo,not applicable,1961-01-22,0,0,0,1,0,1,1986
P-96890,Emaná,Achille,1982-06-05,0,0,0,1,0,1,2010
P-43560,Embé,David,1973-11-13,0,0,0,0,1,1,1994
P-19075,Embolo,Breel,1997-02-14,0,0,0,0,1,2,"2018, 2022"
P-74911,Emenalo,Michael,1965-07-14,0,0,1,0,0,1,1994
P-95567,Emenike,Emmanuel,1987-05-10,0,0,0,0,1,1,2014
P-52008,Emerson,not applicable,1976-04-04,0,0,0,1,0,2,"1998, 2006"
P-83566,Emerton,Brett,1979-02-22,0,0,1,1,0,2,"2006, 2010"
P-32446,Emmerich,Lothar,1941-11-29,0,0,0,0,1,1,1966
P-35636,Emmers,Marc,1966-02-25,0,0,0,1,0,2,"1990, 1994"
P-42517,En-Nesyri,Youssef,1997-06-01,0,0,0,0,1,2,"2018, 2022"
P-52069,Enanga,Joseph,1958-08-28,0,0,0,1,0,1,1982
P-64146,Enayati,Reza,1976-09-23,0,0,0,0,1,1,2006
P-52469,Enciso,Julio César,1974-08-05,0,0,0,1,0,1,1998
P-53282,Endo,Wataru,1993-02-09,0,0,1,1,0,2,"2018, 2022"
P-61292,Endō,Yasuhito,1980-01-28,0,0,0,1,0,3,"2006, 2010, 2014"
P-41303,Enevoldsen,Thomas,1987-07-27,0,0,0,1,0,1,2010
P-69227,Engelmeier,Bruno,1927-09-05,0,1,0,0,0,1,1958
P-39771,Engels,Stephan,1960-09-06,0,0,0,1,0,1,1982
P-42565,Englebert,Gaëtan,1976-06-11,0,0,0,1,0,1,2002
P-02017,Engqvist,Leif,1962-07-30,0,0,0,1,0,1,1990
P-48455,Enoh,Eyong,1986-03-23,0,0,0,1,0,2,"2010, 2014"
P-96632,Enoka,Edmond,1955-12-17,0,0,1,0,0,1,1982
P-70033,Enrique,Héctor,1962-04-26,0,0,0,1,0,1,1986
P-38878,Enrique,Luis,1970-05-08,0,0,0,1,0,3,"1994, 1998, 2002"
P-39249,Enyeama,Vincent,1982-08-29,0,1,0,0,0,3,"2002, 2010, 2014"
P-60079,Epalle,Joël,1978-02-20,0,0,0,1,0,1,2002
P-70357,Epassy,Devis,1993-02-02,0,1,0,0,0,1,2022
P-55665,Eraković,Strahinja,2001-01-22,0,0,1,0,0,1,2022
P-53024,Erassa,Affo,1983-02-19,0,0,0,0,1,1,2006
P-52676,Erazo,Frickson,1988-05-05,0,0,1,0,0,1,2014
P-58069,Ercan,Abdullah,1971-12-08,0,0,0,1,0,1,2002
P-37782,Erdem,Arif,1972-01-02,0,0,0,0,1,1,2002
P-88221,Erdem,Naci,1931-01-28,0,0,1,0,0,1,1954
P-41907,Ergić,Ivan,1981-01-21,0,0,0,1,0,1,2006
P-34121,Erhardt,Herbert,1930-07-06,0,0,1,0,0,3,"1954, 1958, 1962"
P-50104,Eriksen,Christian,1992-02-14,0,0,0,1,0,3,"2010, 2018, 2022"
P-92292,Eriksen,John,1957-11-20,0,0,0,0,1,1,1986
P-47235,Eriksen,Nils,1911-03-05,0,0,1,0,0,1,1938
P-71253,Eriksson,Ivar,1909-12-25,0,0,1,0,0,1,1938
P-39219,Eriksson,Jan,1967-08-24,0,0,1,0,0,1,1990
P-41130,Eriksson,Lars,1965-09-21,0,1,0,0,0,2,"1990, 1994"
P-61735,Eriksson,Leif,1942-03-20,0,0,0,1,0,1,1970
P-52124,Erlandsson,Ingemar,1957-11-16,0,0,1,0,0,1,1978
P-01196,Erlić,Martin,1998-01-24,0,0,1,0,0,1,2022
P-39634,Erlingmark,Magnus,1968-07-08,0,0,1,0,0,1,1994
P-38003,Ersoy,Şükrü,1934-01-14,0,1,0,0,0,1,1954
P-04447,Ertan,Mustafa,1926-04-21,0,0,1,0,0,1,1954
P-58180,Eryol,Rober,1930-12-21,0,0,0,1,0,1,1954
P-82133,Escalada,Guillermo,1936-04-24,0,0,0,0,1,1,1962
P-09700,Eschmann,Norbert,1933-09-19,0,0,0,1,1,2,"1954, 1962"
P-70177,Escobar,Andrés,1967-03-13,0,0,1,0,0,2,"1990, 1994"
P-95822,Escobar,Enzo,1951-11-10,0,0,1,0,0,1,1982
P-79071,Escobar,Eusebio,1936-07-02,0,0,0,0,1,1,1962
P-91455,Escobar,Fidel,1995-01-09,0,0,1,0,0,1,2018
P-81025,Escober,Donis,1981-02-03,0,1,0,0,0,2,"2010, 2014"
P-00747,Escuti,Misael,1926-12-20,0,1,0,0,0,1,1962
P-61698,Eskandarian,Andranik,1951-12-31,0,0,1,0,0,1,1978
P-19791,España,Miguel,1961-04-04,0,0,0,1,0,1,1986
P-99710,Espárrago,Víctor,1944-10-06,0,0,0,1,0,3,"1966, 1970, 1974"
P-32614,Espinoza,César,1900-09-28,0,1,0,0,0,1,1930
P-06468,Espinoza,Giovanny,1977-04-12,0,0,1,0,0,2,"2002, 2006"
P-93217,Espinoza,Missael,1965-04-12,0,0,0,1,0,1,1994
P-53060,Espinoza,Roger,1986-10-25,0,0,0,1,1,2,"2010, 2014"
P-31347,Essediri,Karim,1979-07-29,0,0,1,0,0,1,2006
P-12805,Essien,Michael,1982-12-03,0,0,0,1,0,2,"2006, 2014"
P-14852,Estay,Fabián,1968-10-05,0,0,0,1,0,1,1998
P-06745,Esterházy,Márton,1956-04-09,0,0,0,0,1,1,1986
P-78085,Estili,Hamid,1967-04-01,0,0,0,1,0,1,1998
P-00522,Estrada,Andrés,1967-11-12,0,0,0,1,0,1,1998
P-53398,Estrada,Carlos,1961-11-01,0,0,0,0,1,1,1990
P-08305,Estrada,Marco,1983-05-28,0,0,0,1,0,1,2010
P-44851,Estrada,Michael,1996-04-07,0,0,0,0,1,1,2022
P-52697,Estupiñán,Pervis,1998-01-21,0,0,1,0,0,1,2022
P-22812,Etcheverry,Marco,1970-09-26,0,0,0,1,0,1,1994
P-08814,Etcheverry,Romildo,not available,0,0,0,1,0,1,1930
P-62455,Etebo,Peter,1995-11-09,0,0,0,1,0,1,2018
P-11236,Etepe,Kakoko,1950-11-22,0,0,0,0,1,1,1974
P-61703,Eto'o,Samuel,1981-03-10,0,0,0,0,1,4,"1998, 2002, 2010, 2014"
P-98948,Ettori,Jean-Luc,1955-07-29,0,1,0,0,0,1,1982
P-96711,Etuhu,Dickson,1982-06-08,0,0,0,1,0,1,2010
P-93745,Etxeberria,Joseba,1977-09-05,0,0,0,1,0,1,1998
P-74747,Eusébio,not applicable,1942-01-25,0,0,0,0,1,1,1966
P-28794,Eustáquio,Stephen,1996-12-21,0,0,0,1,0,1,2022
P-38178,Evani,Alberigo,1963-01-01,0,0,0,1,0,1,1994
P-53126,Evans,Allan,1956-10-12,0,0,1,0,0,1,1982
P-25807,Evans,Bobby,1927-07-16,0,0,1,0,0,2,"1954, 1958"
P-97369,Evans,Paul,1973-12-28,0,1,0,0,0,1,1998
P-30543,Evaristo,Juan,1902-06-20,0,0,0,1,0,1,1930
P-23897,Evaristo,Mario,1908-12-10,0,0,0,0,1,1,1930
P-27277,Everaldo,not applicable,1944-09-11,0,0,1,0,0,1,1970
P-72916,Evra,Patrice,1981-05-15,0,0,1,0,0,2,"2010, 2014"
P-09507,Eyjólfsson,Hólmar Örn,1990-08-06,0,0,1,0,0,1,2018
P-39692,Eyobo,Oscar,1961-10-23,0,0,0,0,1,1,1982
P-15923,Eyzaguirre,Luis,1939-06-22,0,0,1,0,0,2,"1962, 1966"
P-95374,Ezatolahi,Saeid,1996-10-01,0,0,0,1,0,2,"2018, 2022"
P-51723,Ezenwa,Ikechukwu,1988-10-16,0,1,0,0,0,1,2018
P-26103,Ezeugo,Emeka,1965-12-16,0,0,1,0,0,1,1994
P-21052,Ezzalzouli,Abde,2001-12-17,0,0,0,0,1,1,2022
P-64003,Fabbri,Néstor,1968-04-29,0,0,1,0,0,1,1990
P-36687,Fabián,Marco,1989-07-21,0,0,0,1,1,2,"2014, 2018"
P-98528,Fabiano,Luís,1980-11-08,0,0,0,0,1,1,2010
P-57476,Fabiański,Łukasz,1985-04-18,0,1,0,0,0,2,"2006, 2018"
P-77071,Fabinho,not applicable,1993-10-23,0,0,0,1,0,1,2022
P-81297,Fàbregas,Cesc,1987-05-04,0,0,0,1,0,3,"2006, 2010, 2014"
P-68170,Facchetti,Giacinto,1942-07-18,0,0,1,0,0,3,"1966, 1970, 1974"
P-14074,Facundo,Héctor,1937-11-02,0,0,0,0,1,1,1962
P-62977,Fadiga,Khalilou,1974-12-30,0,0,0,1,0,1,2002
P-75161,Fadili,Jalili,1940-01-01,0,0,1,0,0,1,1970
P-14259,Faé,Emerse,1984-01-24,0,0,0,1,0,1,2006
P-61413,Faes,Wout,1998-04-03,0,0,1,0,0,1,2022
P-97493,Fagner,not applicable,1989-06-11,0,0,1,0,0,1,2018
P-47601,Fagoaga,Ramón,1952-01-12,0,0,1,0,0,1,1982
P-82850,Fahmy,Aziz,not available,0,1,0,0,0,1,1934
P-98864,Fahrian,Wolfgang,1941-05-31,0,1,0,0,0,1,1962
P-47677,Fai,Collins,1992-08-13,0,0,1,0,0,1,2022
P-75417,Fajardo,Luis,1963-08-18,0,0,0,1,0,1,1990
P-46039,Fajr,Fayçal,1988-08-01,0,0,0,1,0,1,2018
P-74655,Falcao,Radamel,1986-02-10,0,0,0,0,1,1,2018
P-35736,Falcão,not applicable,1953-10-16,0,0,0,1,0,2,"1982, 1986"
P-45067,Falin,Yuri,1937-04-02,0,0,0,0,1,1,1958
P-20963,Fallon,Rory,1982-03-20,0,0,0,0,1,1,2010
P-24535,Fan,Zhiyi,1969-11-06,0,0,1,0,0,1,2002
P-14915,Faraki,Hossein,1956-04-19,0,0,0,0,1,1,1978
P-89897,Faras,Ahmed,1946-12-07,0,0,0,0,1,1,1970
P-70132,Farfán,Jefferson,1984-10-26,0,0,0,0,1,1,2018
P-09921,Farfán,Salvador,1932-06-22,0,0,0,1,0,1,1962
P-22625,Farías,Arturo,1927-09-01,0,0,1,0,0,1,1950
P-46424,Farías,Rogelio,1949-08-13,0,0,0,1,0,1,1974
P-77051,Fariba,Behtash,1955-02-11,0,0,0,0,1,1,1978
P-74113,Farkas,János,1942-03-27,0,0,0,0,1,2,"1962, 1966"
P-74139,Farnerud,Pontus,1980-06-04,0,0,0,1,0,1,2002
P-71875,Fassnacht,Christian,1993-11-11,0,0,0,1,0,1,2022
P-44093,Fathy,Ahmed,1984-11-10,0,0,1,0,0,1,2018
P-33854,Fati,Ansu,2002-10-31,0,0,0,0,1,1,2022
P-80623,Fatton,Jacques,1925-12-19,0,0,0,0,1,2,"1950, 1954"
P-23253,Fattori,Osvaldo,1922-06-22,0,0,1,0,0,1,1950
P-51934,Faulhaber,Gerrit,1912-09-22,0,0,0,1,0,1,1938
P-52323,Fausto,not applicable,1905-01-28,0,0,1,0,0,1,1930
P-28239,Fawzi,Abdulrahman,1909-08-11,0,0,0,0,1,1,1934
P-42976,Faye,Amdy,1977-03-12,0,0,0,1,0,1,2002
P-08275,Fayzulin,Viktor,1986-04-22,0,0,0,1,0,1,2014
P-99185,Fazekas,László,1947-10-15,0,0,0,0,1,2,"1978, 1982"
P-00981,Fazio,Federico,1987-03-17,0,0,1,0,0,1,2018
P-85952,Fede,not applicable,1912-10-14,0,0,0,1,0,1,1934
P-33989,Federici,Adam,1985-01-31,0,1,0,0,0,1,2010
P-09442,Fedosov,Genrich,1932-12-06,0,0,0,0,1,1,1958
P-12165,Feghouli,Sofiane,1989-12-26,0,0,0,1,0,1,2014
P-77565,Feiersinger,Wolfgang,1965-01-30,0,0,1,0,0,1,1998
P-95869,Feigenbaum,Yehoshua,1947-12-05,0,0,0,0,1,1,1970
P-09461,Feilhaber,Benny,1985-01-19,0,0,0,1,0,1,2010
P-76271,Fejzić,Jasmin,1986-05-15,0,1,0,0,0,1,2014
P-20754,Fekir,Nabil,1993-07-18,0,0,0,0,1,1,2018
P-38288,Felecan,Iacob,1914-03-01,0,0,1,0,0,1,1938
P-17931,Félix,João,1999-11-10,0,0,0,0,1,1,2022
P-39749,Félix,not applicable,1937-12-24,0,1,0,0,0,1,1970
P-63363,Fellaini,Marouane,1987-11-22,0,0,0,1,0,2,"2014, 2018"
P-87821,Fenwick,Terry,1959-11-17,0,0,1,0,0,1,1986
P-36108,Fenyvesi,Máté,1933-09-20,0,0,0,0,1,3,"1958, 1962, 1966"
P-20877,Fer,Leroy,1990-01-05,0,0,0,1,0,1,2014
P-89205,Ferdinand,Les,1966-12-08,0,0,0,0,1,1,1998
P-01249,Ferdinand,Rio,1978-11-07,0,0,1,0,0,3,"1998, 2002, 2006"
P-48327,Fergani,Ali,1952-09-21,0,0,0,1,0,1,1982
P-39584,Fernandes,Bruno,1994-09-08,0,0,0,1,0,2,"2018, 2022"
P-06977,Fernandes,Daniel,1983-09-25,0,1,0,0,0,1,2010
P-29932,Fernandes,Edimilson,1996-04-15,0,0,1,0,0,1,2022
P-77553,Fernandes,Gélson,1986-09-02,0,0,0,1,0,3,"2010, 2014, 2018"
P-99900,Fernandes,Manuel,1986-02-05,0,0,0,1,0,1,2018
P-17872,Fernandes,Mário,1990-09-19,0,0,1,0,0,1,2018
P-99965,Fernández,Álvaro,1985-10-11,0,0,0,1,0,1,2010
P-85736,Fernández,Ángel,1971-08-02,0,0,0,0,1,1,2002
P-45649,Fernández,Arturo,1910-04-10,0,0,1,0,0,1,1930
P-29672,Fernández,Augusto,1986-04-10,0,0,0,1,0,1,2014
P-10739,Fernández,Enzo,2001-01-17,0,0,0,1,0,1,2022
P-72244,Fernández,Federico,1989-02-21,0,0,1,0,0,1,2014
P-53503,Fernández,Félix,1967-01-11,0,1,0,0,0,1,1994
P-10061,Fernández,Gualberto,1941-07-12,0,1,0,0,0,1,1970
P-85729,Fernández,Gustavo,1952-02-16,0,1,0,0,0,1,1974
P-20506,Fernández,José,1939-02-14,0,0,1,0,0,1,1970
P-53856,Fernández,Lorenzo,1900-05-20,0,0,0,1,0,1,1930
P-00643,Fernández,Luis,1959-10-02,0,0,0,1,0,1,1986
P-96009,Fernández,Matías,1986-05-15,0,0,0,1,0,1,2010
P-61667,Fernández,René,1906-01-01,0,0,0,0,1,1,1930
P-47269,Fernández,Roberto,1954-07-09,0,1,0,0,0,1,1986
P-88751,Fernández,Sebastián,1985-05-23,0,0,0,0,1,1,2010
P-77302,Fernández,Tomás,not available,0,0,0,0,1,1,1938
P-41758,Fernandinho,not applicable,1985-05-04,0,0,0,1,0,2,"2014, 2018"
P-00708,Fernando,not applicable,1906-03-01,0,0,0,1,0,1,1930
P-84197,Fernando,not applicable,1965-09-11,0,0,0,1,0,1,1990
P-72928,Fernie,Willie,1928-11-22,0,0,0,0,1,2,"1954, 1958"
P-28851,Ferrante,Ugo,1945-07-18,0,0,0,1,0,1,1970
P-67143,Ferrara,Ciro,1967-02-11,0,0,1,0,0,1,1990
P-39512,Ferrari,Giovanni,1907-12-06,0,0,0,0,1,2,"1934, 1938"
P-17792,Ferrario,Rino,1926-12-07,0,0,0,1,0,1,1954
P-76282,Ferraris,Attilio,1904-03-26,0,0,0,1,0,1,1934
P-58640,Ferraris,Pietro,1912-02-15,0,0,0,0,1,1,1938
P-16678,Ferreira,Buenaventura,1960-07-04,0,0,0,1,0,1,1986
P-34132,Ferreira,Jesús,2000-12-24,0,0,0,0,1,1,2022
P-60505,Ferreira,Manuel,1905-10-22,0,0,0,0,1,1,1930
P-16378,Ferreira,Paulo,1979-01-18,0,0,1,0,0,2,"2006, 2010"
P-05616,Ferreiro,Roberto,1935-04-25,0,0,1,0,0,1,1966
P-72370,Ferrel,Leonardo,1923-07-07,0,0,0,1,0,1,1950
P-59647,Ferrer,Albert,1970-06-06,0,0,1,0,0,2,"1994, 1998"
P-46059,Ferrer,Pedro,not available,0,0,0,0,1,1,1938
P-80821,Ferreri,Jean-Marc,1962-12-26,0,0,0,1,0,1,1986
P-47366,Ferri,Riccardo,1963-08-20,0,0,1,0,0,1,1990
P-37836,Ferrini,Giorgio,1939-08-18,0,0,0,1,0,1,1962
P-94112,Fesselet,Gilbert,1928-04-16,0,0,0,1,0,1,1954
P-60146,Festa,Alberto,1939-07-21,0,0,1,0,0,1,1966
P-64903,Fetfatzidis,Giannis,1990-12-21,0,0,0,1,0,1,2014
P-36230,Feudjou,Loïc,1992-04-14,0,1,0,0,0,1,2014
P-45404,Feureisl,Jiří,1931-10-03,0,0,0,0,1,1,1958
P-07810,Feurer,Herbert,1954-01-14,0,1,0,0,0,1,1982
P-19849,Feutmba,Roger,1968-10-31,0,0,0,1,0,1,1990
P-53399,Fiala,Jan,1956-05-19,0,0,1,0,0,1,1982
P-01632,Fiala,Jean-Pierre,1969-04-22,0,0,0,1,0,1,1994
P-63982,Fichtel,Klaus,1944-11-19,0,0,1,0,0,1,1970
P-18102,Fidélis,not applicable,1944-03-13,0,0,1,0,0,1,1966
P-17800,Fieber,Peter,1964-05-16,0,0,1,0,0,1,1990
P-65285,Fiedler,Bill,1910-01-10,0,0,0,1,0,1,1934
P-67949,Fierro,Gonzalo,1983-03-21,0,0,0,1,0,1,2010
P-44080,Fievez,Jean,1910-11-30,0,0,0,0,1,1,1938
P-57496,Figo,Luís,1972-11-04,0,0,0,1,0,2,"2002, 2006"
P-13304,Figueiredo,Ernesto,1937-07-06,0,0,0,0,1,1,1966
P-14307,Figueiredo,Paulo,1972-11-28,0,0,0,1,0,1,2006
P-95834,Figueroa,Elías,1946-10-25,0,0,1,0,0,3,"1966, 1974, 1982"
P-31125,Figueroa,Maynor,1983-05-02,0,0,1,0,0,2,"2010, 2014"
P-55438,Figueroa,Roberto,1959-12-15,0,0,0,0,1,1,1982
P-38988,Fileković,Suad,1978-09-16,0,0,1,0,0,1,2010
P-76203,Filimonov,Aleksandr,1973-10-15,0,1,0,0,0,1,2002
P-48638,Filipescu,Iulian,1974-03-29,0,0,0,1,0,1,1998
P-25276,Fillol,Ubaldo,1950-07-21,0,1,0,0,0,3,"1974, 1978, 1982"
P-36179,Findley,Robbie,1985-08-04,0,0,0,0,1,1,2010
P-56778,Finnan,Steve,1976-04-24,0,0,1,0,0,1,2002
P-70085,Finnbogason,Alfreð,1989-02-01,0,0,0,0,1,1,2018
P-86813,Finney,Tom,1922-04-05,0,0,0,0,1,3,"1950, 1954, 1958"
P-39792,Finney,Tommy,1952-11-06,0,0,0,1,0,1,1982
P-78829,Firm,Vladimir,1923-06-05,0,0,0,0,1,1,1950
P-37877,Firmino,Roberto,1991-10-02,0,0,0,0,1,1,2018
P-96371,Fischer,Andrzej,1952-01-15,0,1,0,0,0,1,1974
P-52461,Fischer,Klaus,1949-12-27,0,0,0,0,1,2,"1978, 1982"
P-65946,Fischer,Viktor,1994-06-09,0,0,0,0,1,1,2018
P-92802,Fish,Mark,1974-03-14,0,0,1,0,0,1,1998
P-73648,Fjørtoft,Jan Åge,1967-01-10,0,0,0,0,1,1,1994
P-78483,Flávio,not applicable,1979-12-20,0,0,0,0,1,1,2006
P-56270,Fleck,Robert,1965-08-11,0,0,0,0,1,1,1990
P-21149,Flešár,Anton,1944-05-08,0,1,0,0,0,1,1970
P-99732,Flo,Håvard,1970-04-04,0,0,0,0,1,1,1998
P-94465,Flo,Jostein,1964-10-03,0,0,0,0,1,2,"1994, 1998"
P-03442,Flo,Tore André,1973-06-15,0,0,0,0,1,1,1998
P-15681,Flohe,Heinz,1948-01-28,0,0,0,1,0,2,"1974, 1978"
P-54557,Florentín,Diego,not available,0,0,0,1,0,1,1930
P-52046,Flores,Antonio,1923-07-13,0,0,0,1,0,1,1950
P-05862,Flores,Edison,1994-05-14,0,0,0,0,1,1,2018
P-70829,Flores,Francisco,1926-02-12,0,0,0,1,0,1,1958
P-85837,Flores,Luis,1962-08-08,0,0,0,0,1,1,1986
P-01719,Flores,Miguel,1920-10-11,0,0,1,0,0,1,1950
P-59912,Flores,Róger,1959-05-26,0,0,1,0,0,1,1990
P-86082,Flores,Salvador,not available,0,0,1,0,0,1,1930
P-42842,Flores Ocaranza,Ignacio,1953-07-31,0,0,1,0,0,1,1978
P-37361,Florie,Tom,1897-09-06,0,0,0,1,1,2,"1930, 1934"
P-05132,Flowers,Ron,1934-07-28,0,0,0,1,0,2,"1962, 1966"
P-61105,Flowers,Tim,1967-02-03,0,1,0,0,0,1,1998
P-20993,Flückiger,Marcel,1929-06-20,0,0,1,0,0,1,1954
P-10501,Foden,Phil,2000-05-28,0,0,0,1,0,1,2022
P-63522,Foé,Marc-Vivien,1975-05-01,0,0,0,1,0,2,"1994, 2002"
P-23304,Fofana,Youssouf,1999-01-10,0,0,0,1,0,1,2022
P-11488,Fogli,Romano,1938-01-21,0,0,0,1,0,1,1966
P-45890,Fokin,Sergei,1961-07-26,0,0,1,0,0,1,1990
P-97762,Foni,Alfredo,1911-11-20,0,0,1,0,0,1,1938
P-30100,Fonseca,Daniel,1969-09-13,0,0,0,0,1,1,1990
P-30163,Fonseca,Danny,1979-11-07,0,0,0,1,0,1,2006
P-89438,Fonseca,Francisco,1979-10-02,0,0,0,0,1,1,2006
P-03776,Fonseca,Rolando,1974-06-06,0,0,0,0,1,1,2002
P-77939,Fontaine,Just,1933-08-18,0,0,0,0,1,1,1958
P-17395,Fontana,not applicable,1940-12-31,0,0,1,0,0,1,1970
P-18665,Fonte,José,1983-12-22,0,0,1,0,0,1,2018
P-48169,Fontes,Dagoberto,1943-06-06,0,0,0,1,0,1,1970
P-78336,Ford,Donald,1944-10-25,0,0,0,1,0,1,1974
P-86087,Forlán,Diego,1979-05-19,0,0,0,0,1,3,"2002, 2010, 2014"
P-34358,Forlán,Pablo,1945-07-14,0,0,1,1,0,2,"1966, 1974"
P-04686,Forsberg,Emil,1991-10-23,0,0,0,1,0,1,2018
P-58731,Forson,Richmond,1980-05-23,0,0,1,0,0,1,2006
P-07038,Forster,Fraser,1988-03-17,0,1,0,0,0,1,2014
P-31123,Förster,Bernd,1956-05-03,0,0,1,0,0,1,1982
P-27251,Förster,Karlheinz,1958-07-25,0,0,1,0,0,2,"1982, 1986"
P-23439,Forsyth,Tom,1949-01-23,0,0,1,0,0,1,1978
P-49818,Fortes,not applicable,1901-09-09,0,0,0,1,0,1,1930
P-02423,Fortune,Quinton,1977-05-21,0,0,0,1,0,2,"1998, 2002"
P-31138,Foster,Ben,1983-04-03,0,1,0,0,0,1,2014
P-19836,Foster,Steve,1957-09-24,0,0,1,0,0,1,1982
P-69887,Fouilloux,Alberto,1940-11-22,0,0,0,0,1,2,"1962, 1966"
P-94720,Fournier,Sébastien,1971-06-27,0,0,0,1,0,1,1994
P-10663,Fowler,Robbie,1975-04-09,0,0,0,0,1,1,2002
P-00652,Foyth,Juan,1998-01-12,0,0,1,0,0,1,2022
P-48001,Fragoso,Javier,1942-04-19,0,0,0,0,1,2,"1966, 1970"
P-36582,Francescoli,Enzo,1961-11-12,0,0,0,1,0,2,"1986, 1990"
P-46307,Françillon,Henri,1946-05-26,0,1,0,0,0,1,1974
P-65224,Francis,Trevor,1954-04-19,0,0,0,0,1,1,1982
P-24906,Francis,Waylon,1990-09-20,0,0,1,0,0,1,2014
P-02901,Francisco,not applicable,1962-11-01,0,0,0,1,0,1,1986
P-28364,Franco,Alan,1998-08-21,0,0,0,1,0,1,2022
P-73255,Franco,Guillermo,1976-11-03,0,0,0,0,1,2,"2006, 2010"
P-22263,Franco,Juan Carlos,1973-04-17,0,0,1,0,0,1,2002
P-27047,Franco,Leo,1977-05-29,0,1,0,0,0,1,2006
P-39155,François,Guy,1947-09-18,0,0,0,1,0,1,1974
P-02695,Frandsen,Per,1970-02-06,0,0,0,1,0,1,1998
P-12111,Franjic,Ivan,1987-09-10,0,0,1,0,0,1,2014
P-85181,Franke,Bernd,1948-02-12,0,1,0,0,0,1,1982
P-23437,Frankowski,Przemysław,1995-04-12,0,0,0,1,0,1,2022
P-67971,Frantzen,Odd,1913-01-20,0,0,0,0,1,1,1938
P-28322,Franzl,Friederich,1905-03-06,0,1,0,0,0,1,1934
P-77764,Fraser,Henk,1966-07-07,0,0,1,0,0,1,1990
P-32574,Fraser,Liam,1998-02-13,0,0,0,1,0,1,2022
P-11424,Frechaut,Nuno,1977-09-24,0,0,1,0,0,1,2002
P-54042,Fred,not applicable,1983-10-03,0,0,0,0,1,2,"2006, 2014"
P-74941,Fred,not applicable,1993-03-05,0,0,0,1,0,2,"2018, 2022"
P-29698,Frederico,not applicable,1957-04-06,0,0,1,0,0,1,1986
P-61684,Frei,Alexander,1979-07-15,0,0,0,0,1,2,"2006, 2010"
P-00244,Frei,Fabian,1989-01-08,0,0,0,1,0,1,2022
P-98837,Freschi,Héctor,1911-05-22,0,1,0,0,0,1,1934
P-95911,Fretes,César López,1923-03-21,0,0,0,0,1,1,1950
P-68060,Freuler,Remo,1992-04-15,0,0,0,1,0,2,"2018, 2022"
P-94904,Freund,Steffen,1970-01-19,0,0,0,1,0,1,1998
P-21738,Friaça,not applicable,1924-10-20,0,0,0,0,1,1,1950
